holdout_gene,mode,esm_model,n_unfrozen_layers,use_pllr,branch,fusion,pllr_mode,cell_slug,n_prior_features,seed,batch_size,grad_accum,effective_batch,amp,n_finetune,n_inner_val,n_holdout,best_epoch,inner_val_roc_auc,runtime_s,threshold,roc_auc,roc_auc_ci_low,roc_auc_ci_high,pr_auc,pr_auc_ci_low,pr_auc_ci_high,mcc,mcc_ci_low,mcc_ci_high,checkpoint
MLH1,siamese,facebook/esm2_t33_650M_UR50D,0,True,esm,concat,residual,esm_frozen_pllr-residual_seed42,0,42,1,8,8,True,362,92,208,3,0.9632317368166424,152.3,0.9457089471682266,0.916390074284811,0.8715030820293977,0.9540066382171644,0.9811009859302926,0.9704351705622286,0.9899148289647088,0.5400949155234446,0.4361620441320907,0.640639523658577,
MSH2,siamese,facebook/esm2_t33_650M_UR50D,0,True,esm,concat,residual,esm_frozen_pllr-residual_seed42,0,42,1,8,8,True,262,65,335,3,0.9004576659038901,156.1,0.956422210494522,0.8841984109304225,0.84235538724289,0.9213262047969109,0.8196120108279593,0.7539449368061304,0.890942300666344,0.6174332308430331,0.5395124509336081,0.692567577171921,
MSH6,siamese,facebook/esm2_t33_650M_UR50D,0,True,esm,concat,residual,esm_frozen_pllr-residual_seed42,0,42,1,8,8,True,435,108,119,3,0.952214858737356,151.4,0.9267347968235846,0.9219898247597512,0.8728094968908988,0.961560203504805,0.9262045735617886,0.8812526547637372,0.9639987912487896,0.5555701314096563,0.4470207894571533,0.6486059321131852,
MLH1,siamese,facebook/esm2_t33_650M_UR50D,-1,True,esm,concat,residual,esm_full_pllr-residual_seed42,0,42,1,8,8,True,362,92,208,1,0.9704886308659894,1164.6,0.5496503247767687,0.919393077287814,0.875612454559823,0.9563774300616406,0.9816857145388976,0.9714810196498342,0.9903822944233758,0.6058720584928796,0.4532027883433718,0.750902355851994,
MSH2,siamese,facebook/esm2_t33_650M_UR50D,-1,True,esm,concat,residual,esm_full_pllr-residual_seed42,0,42,1,8,8,True,262,65,335,1,0.9244851258581236,807.0,0.5772170267701149,0.9129353233830846,0.8765491571990792,0.9453107596346624,0.8507936997961213,0.7850240575201671,0.9205434934973876,0.357188665690801,0.2833893545976603,0.4239113759983975,
MSH6,siamese,facebook/esm2_t33_650M_UR50D,-1,True,esm,concat,residual,esm_full_pllr-residual_seed42,0,42,1,8,8,True,435,108,119,1,0.9647715381932334,1271.4,0.5492669825553894,0.9479932165065008,0.9089881288863766,0.9773883550028264,0.9523366980873552,0.9182179408544666,0.978878071946704,0.7016174701085186,0.5726805982801448,0.8212323603840629,
MLH1,siamese,facebook/esm2_t33_650M_UR50D,2,True,esm,concat,residual,esm_last2_pllr-residual_seed42,0,42,1,8,8,True,362,92,208,3,0.949685534591195,1397.8,0.7945377692580223,0.9265054528212424,0.8858819345661451,0.9604868025920656,0.9836064244714552,0.9743519452067064,0.991391868883346,0.5267088968269059,0.4158688759655332,0.6356982351851461,
MSH2,siamese,facebook/esm2_t33_650M_UR50D,2,True,esm,concat,residual,esm_last2_pllr-residual_seed42,0,42,1,8,8,True,262,65,335,3,0.9256292906178488,947.5,0.6778305881246924,0.9006831514071434,0.8623663399420806,0.934804522165293,0.843258886432565,0.7782460252600224,0.9080047132539172,0.5858728896734963,0.5087667885205824,0.6590603958636265,
MSH6,siamese,facebook/esm2_t33_650M_UR50D,2,True,esm,concat,residual,esm_last2_pllr-residual_seed42,0,42,1,8,8,True,435,108,119,2,0.9543076386466688,1278.7,0.6682343055158854,0.9703222159412096,0.9426229508196722,0.9903900508762012,0.9696416510711594,0.9424098464495204,0.99021267693606,0.6086819616248896,0.5019716871623774,0.7024254034589267,
MLH1,siamese,facebook/esm2_t33_650M_UR50D,0,True,esm+priors,concat,concat,esmpri_concat_frozen_pllr-concat_seed42,27,42,1,8,8,True,362,92,208,4,0.956942428640542,154.4,0.6854966387737634,0.9080132764343292,0.8433696854749486,0.9585921447763552,0.9711988603703722,0.9429590397713328,0.9910910987255036,0.5535458191484711,0.4563848250808925,0.6509749257505175,
MSH2,siamese,facebook/esm2_t33_650M_UR50D,0,True,esm+priors,concat,concat,esmpri_concat_frozen_pllr-concat_seed42,27,42,1,8,8,True,262,65,335,2,0.9610983981693364,152.7,0.9931576255619584,0.9089069577485706,0.8710175800103958,0.9420634699636146,0.8591350990061102,0.7959388460101727,0.9186043167590264,0.6654104630507018,0.5877069933043414,0.7385324919573724,
MSH6,siamese,facebook/esm2_t33_650M_UR50D,0,True,esm+priors,concat,concat,esmpri_concat_frozen_pllr-concat_seed42,27,42,1,8,8,True,435,108,119,2,0.961283571677712,149.1,0.4194847441959619,0.9595816845675524,0.9238234878462408,0.9861503674392312,0.9651940586306718,0.9360154917765112,0.9873466779622874,0.6754032170552947,0.5688650341299797,0.7713977226184817,
MLH1,siamese,facebook/esm2_t33_650M_UR50D,0,False,esm+priors,concat,off,esmpri_concat_frozen_pllr-off_seed42,27,42,1,8,8,True,362,92,208,2,0.9579100145137882,153.3,0.9574439176547276,0.9385174648332544,0.8920459933617829,0.9725778409988936,0.9849107886439158,0.9710076854411768,0.9941978508749372,0.2092250967937421,0.171928259361046,0.2478701419061483,
MSH2,siamese,facebook/esm2_t33_650M_UR50D,0,False,esm+priors,concat,off,esmpri_concat_frozen_pllr-off_seed42,27,42,1,8,8,True,262,65,335,2,0.9622425629290616,152.8,0.799788629275281,0.9100950471522984,0.8724650998737654,0.9429902725180068,0.8635197946540585,0.8031611294801653,0.919395461521785,0.5209058615866284,0.4427860696517413,0.5959105058849283,
MSH6,siamese,facebook/esm2_t33_650M_UR50D,0,False,esm+priors,concat,off,esmpri_concat_frozen_pllr-off_seed42,27,42,1,8,8,True,435,108,119,2,0.9633763515870248,149.3,0.8793998768239372,0.9553420011305824,0.9170435274166197,0.983889202939514,0.9624579002365712,0.9323378275120836,0.9859325243970984,0.6086819616248896,0.5019716871623774,0.7024254034589267,
MLH1,siamese,facebook/esm2_t33_650M_UR50D,0,True,esm+priors,concat,residual,esmpri_concat_frozen_pllr-residual_seed42,27,42,1,8,8,True,362,92,208,3,0.965166908563135,152.7,0.0045050818785334,0.945945945945946,0.907539118065434,0.9755018176070808,0.9875387066379168,0.9777963626163388,0.9947463215669644,0.6429101297174892,0.509429939123212,0.7681797381308266,
MSH2,siamese,facebook/esm2_t33_650M_UR50D,0,True,esm+priors,concat,residual,esmpri_concat_frozen_pllr-residual_seed42,27,42,1,8,8,True,262,65,335,3,0.959954233409611,154.4,0.9974333098917054,0.9157199079230712,0.8801876809979952,0.9469453107596348,0.8769832036506099,0.8186075366064576,0.929820843355839,0.6965737963514281,0.6196515078412849,0.7698973538621048,
MSH6,siamese,facebook/esm2_t33_650M_UR50D,0,True,esm+priors,concat,residual,esmpri_concat_frozen_pllr-residual_seed42,27,42,1,8,8,True,435,108,119,2,0.9689570980118593,149.1,0.6349605949540319,0.9728660260033916,0.9451667608818544,0.992368569813454,0.976125138264558,0.953257112668216,0.9928922249251504,0.6486059321131852,0.5422457045959538,0.7435249522063752,
MLH1,siamese,facebook/esm2_t33_650M_UR50D,0,True,esm+priors,concat,residual,esmpri_concat_frozen_pllr-residual_seed43,27,43,1,8,8,True,362,92,208,3,0.8969521044992743,153.4,0.6274655534527438,0.9023233760075864,0.8462146356883199,0.9480006322111584,0.9761991886124716,0.9615886041034412,0.9882502425486512,0.4793258873493208,0.3753869356299806,0.574551178246852,
MSH2,siamese,facebook/esm2_t33_650M_UR50D,0,True,esm+priors,concat,residual,esmpri_concat_frozen_pllr-residual_seed43,27,43,1,8,8,True,262,65,335,3,0.9866666666666666,154.5,0.0025047113931657,0.902929382936066,0.867712742258855,0.9353052832850672,0.8609774402610343,0.8043358405289809,0.912900277902773,0.4325904563487001,0.3595209578716325,0.5021212777302974,
MSH6,siamese,facebook/esm2_t33_650M_UR50D,0,True,esm+priors,concat,residual,esmpri_concat_frozen_pllr-residual_seed43,27,43,1,8,8,True,433,110,119,4,0.9685513549682168,151.3,0.3114978853881217,0.9397964951950254,0.8951384963256077,0.9748445449406444,0.9426186598885372,0.9020457154467296,0.975216838651178,0.688882030888509,0.5954105762906599,0.7855007920128876,
MLH1,siamese,facebook/esm2_t33_650M_UR50D,0,True,esm+priors,concat,residual,esmpri_concat_frozen_pllr-residual_seed44,27,44,1,8,8,True,362,92,208,4,0.8829221093372037,153.2,0.0100049922469315,0.9211316579737632,0.8787695590327169,0.9562193772720088,0.9823773474030926,0.9727658204836112,0.9903934675689192,0.5494407303795784,0.4100138730651965,0.6844395090361579,
MSH2,siamese,facebook/esm2_t33_650M_UR50D,0,True,esm+priors,concat,residual,esmpri_concat_frozen_pllr-residual_seed44,27,44,1,8,8,True,262,65,335,1,0.9691075514874142,152.8,0.5135537476837635,0.9171678918838644,0.8815985371649216,0.9498032226925076,0.8888455418929534,0.8364750900670803,0.9369519779148232,0.5255580887419974,0.4541243840942218,0.5921443410477893,
MSH6,siamese,facebook/esm2_t33_650M_UR50D,0,True,esm+priors,concat,residual,esmpri_concat_frozen_pllr-residual_seed44,27,44,1,8,8,True,435,108,119,6,0.9724450645273806,151.1,0.9974963264101028,0.9301865460712266,0.8810062182023742,0.9697569248162804,0.9380474261158546,0.8971137698289298,0.9726098333372492,0.6113908376476745,0.4997455542511426,0.7160415611131656,
MLH1,siamese,facebook/esm2_t33_650M_UR50D,-1,False,esm+priors,concat,off,esmpri_concat_full_pllr-off_seed42,27,42,1,8,8,True,362,92,208,4,0.962506047411708,1955.8,0.9692533254738808,0.8608345187292556,0.7770645645645646,0.9310889837205626,0.9513054784017472,0.9138645408314277,0.9823740626481936,0.1286562769750049,0.0247139356044288,0.2064177610030117,
MSH2,siamese,facebook/esm2_t33_650M_UR50D,-1,False,esm+priors,concat,off,esmpri_concat_full_pllr-off_seed42,27,42,1,8,8,True,262,65,335,1,0.9473684210526316,2847.6,0.6419437101781368,0.9068463651889804,0.8700142013811538,0.9394079045073142,0.8778166638521986,0.8315315818473181,0.920833834313702,0.6882062098724717,0.6119840038616583,0.7612677378488354,
MSH6,siamese,facebook/esm2_t33_650M_UR50D,-1,False,esm+priors,concat,off,esmpri_concat_full_pllr-off_seed42,27,42,1,8,8,True,435,108,119,1,0.966166724799442,1273.9,0.3085239404439926,0.9505370265686828,0.9050275579423402,0.984737139626908,0.9617493012761864,0.9302113421039352,0.9864983228040944,0.750674192068948,0.6444073065755728,0.8541676720110635,
MLH1,siamese,facebook/esm2_t33_650M_UR50D,-1,True,esm+priors,concat,residual,esmpri_concat_full_pllr-residual_seed42,27,42,1,8,8,True,362,92,208,1,0.9719400096758588,1176.6,0.5122545692920685,0.8890469416785206,0.820448079658606,0.9472103682629998,0.9677070642272714,0.9424324440429008,0.9876729875485372,0.4700487701641641,0.3031343114460316,0.6268867297481582,
MSH2,siamese,facebook/esm2_t33_650M_UR50D,-1,True,esm+priors,concat,residual,esmpri_concat_full_pllr-residual_seed42,27,42,1,8,8,True,262,65,335,2,0.9450800915331808,3993.8,0.8739278290290385,0.9030964580084652,0.865781168782951,0.9360668671567536,0.8533174463306626,0.7958413049486233,0.9088890654545142,0.6547658644908472,0.5712484774591144,0.7352146220938078,
MSH6,siamese,facebook/esm2_t33_650M_UR50D,-1,True,esm+priors,concat,residual,esmpri_concat_full_pllr-residual_seed42,27,42,1,8,8,True,435,108,119,1,0.9703522846180676,1276.7,0.5068269107043744,0.9629734313171284,0.9293386093838326,0.98728094968909,0.9672566918023142,0.9395829601393664,0.9881184180085671,0.7815767477884689,0.664311979049418,0.8835500282645562,
MLH1,siamese,facebook/esm2_t33_650M_UR50D,-1,True,esm+priors,concat,residual,esmpri_concat_full_pllr-residual_seed43,27,43,1,8,8,True,362,92,208,1,0.9109820996613448,1165.0,0.4908678306639194,0.871345029239766,0.7904140983088351,0.9377272008850956,0.9594961383545376,0.9297582024086846,0.9842804580978138,0.4790539119402764,0.3068303481826972,0.6206396803091674,
MSH2,siamese,facebook/esm2_t33_650M_UR50D,-1,True,esm+priors,concat,residual,esmpri_concat_full_pllr-residual_seed43,27,43,1,8,8,True,262,65,335,2,0.98,3561.5,0.830386787712574,0.908925521645504,0.8724660280686123,0.942080641568278,0.8590689120271255,0.8001605662293962,0.9152005666563664,0.600425274709943,0.5254854954931826,0.675230494455118,
MSH6,siamese,facebook/esm2_t33_650M_UR50D,-1,True,esm+priors,concat,residual,esmpri_concat_full_pllr-residual_seed43,27,43,1,8,8,True,433,110,119,3,0.9678822348611577,1865.7,0.9954438253011904,0.962408140192199,0.9262295081967212,0.9886941775014132,0.9670064011519952,0.9389357073232442,0.988933514192835,0.7435249522063752,0.6486059321131852,0.8432228467644173,
MLH1,siamese,facebook/esm2_t33_650M_UR50D,-1,True,esm+priors,concat,residual,esmpri_concat_full_pllr-residual_seed44,27,44,1,8,8,True,362,92,208,1,0.888243831640058,1165.1,0.5622449468076229,0.8585427532795954,0.7711316579737632,0.9331436699857752,0.9499823428853328,0.9135301154933664,0.9813585977010756,0.5275487376076621,0.3660212707616349,0.6786054864077612,
MSH2,siamese,facebook/esm2_t33_650M_UR50D,-1,True,esm+priors,concat,residual,esmpri_concat_full_pllr-residual_seed44,27,44,1,8,8,True,262,65,335,1,0.9633867276887872,3176.3,0.6014740467071533,0.9085171159129726,0.8723546446870127,0.9416722358357468,0.8631988783225336,0.8069612030472249,0.9176926551948668,0.3431581277736678,0.2724230400687836,0.4085204523922429,
MSH6,siamese,facebook/esm2_t33_650M_UR50D,-1,True,esm+priors,concat,residual,esmpri_concat_full_pllr-residual_seed44,27,44,1,8,8,True,435,108,119,4,0.9574468085106382,2176.9,0.996681502860738,0.9511023176936122,0.9109666478236292,0.9813524590163936,0.9584252100808208,0.9271080486213044,0.9831065324991508,0.7297386866893907,0.6352704656718522,0.8285783883217507,
MLH1,siamese,facebook/esm2_t33_650M_UR50D,2,True,esm+priors,concat,residual,esmpri_concat_last2_pllr-residual_seed42,27,42,1,8,8,True,362,92,208,3,0.9637155297532656,1400.7,0.8377127128487918,0.92176386913229,0.8621779674411253,0.9668089141773352,0.9747062572585984,0.9461337192884602,0.9927648295797508,0.4772122073977001,0.4054363875858509,0.5485748154605337,
MSH2,siamese,facebook/esm2_t33_650M_UR50D,2,True,esm+priors,concat,residual,esmpri_concat_last2_pllr-residual_seed42,27,42,1,8,8,True,262,65,335,7,0.9450800915331808,1504.7,0.5579588661329908,0.9100207915645652,0.8730039169822529,0.9425642310833892,0.872251129479668,0.8184854453645851,0.9215596166373692,0.5465943944999486,0.4702039251921977,0.6214775428770913,
MSH6,siamese,facebook/esm2_t33_650M_UR50D,2,True,esm+priors,concat,residual,esmpri_concat_last2_pllr-residual_seed42,27,42,1,8,8,True,435,108,119,2,0.9626787582839204,1280.5,0.9151711449625436,0.9697569248162804,0.9378179762577727,0.99265828151498,0.9754584212394009,0.9515163201514352,0.9931605964957828,0.5288798223330323,0.4329387774013875,0.6219654831479854,
MLH1,siamese,facebook/esm2_t33_650M_UR50D,0,True,esm+priors,gatewave,residual,esmpri_gatewave_frozen_pllr-residual_seed42,27,42,1,8,8,True,362,92,208,3,0.9649250120948234,156.0,0.9975561470661776,0.937569148095464,0.8901533112059428,0.9737632369211318,0.9845696314381877,0.9716142282610366,0.994333512607514,0.1431733737761625,0.1099172960682067,0.1758141344089782,
MSH2,siamese,facebook/esm2_t33_650M_UR50D,0,True,esm+priors,gatewave,residual,esmpri_gatewave_frozen_pllr-residual_seed42,27,42,1,8,8,True,262,65,335,3,0.931350114416476,154.8,0.0222013935295399,0.9069948763644464,0.8707210217568873,0.9383316625826092,0.8478633933369839,0.7864949191421271,0.9077100753363396,0.4860014171807787,0.4137811954447166,0.5518511402537045,
MSH6,siamese,facebook/esm2_t33_650M_UR50D,0,True,esm+priors,gatewave,residual,esmpri_gatewave_frozen_pllr-residual_seed42,27,42,1,8,8,True,435,108,119,3,0.973491454482037,149.9,0.0047620182181708,0.9621254946297344,0.925664217071792,0.9884185980780102,0.9642670605958324,0.9326825294585386,0.9886324403171136,0.7367498918066768,0.6145636550662504,0.8495352081523986,
